Loan_Id,Loan_Amount,Customer_Id,Interest_rate,Status
8428167,14352,83755892,2.33,Approved
8428168,36829,33929689,4.49,Approved
8428169,45664,62248417,4.86,Approved
8428170,48410,22016804,5.53,Pending
8428171,10950,67728547,1.48,Rejected
8428172,48414,87336264,6.04,Rejected
8428173,45129,26642284,0.05,Rejected
8428174,3668,10506052,6.57,Pending
8428175,15845,19226799,4.89,Pending
8428176,3579,25748929,4.64,Pending
8428177,7812,68234136,2.01,Approved
8428178,27089,93548513,2.85,Rejected
8428179,31038,34007488,5.16,Rejected
8428180,46703,63271148,1.88,Approved
8428181,6487,22905191,6.2,Pending
8428182,28863,99252657,1.94,Approved
8428183,24466,96172294,7.47,Rejected
8428184,37891,58014031,6.17,Rejected
8428185,38097,18082050,3.11,Rejected
8428186,45420,75753269,6.16,Pending
8428187,4655,94506577,3.24,Approved
8428188,25054,96182672,1.34,Pending
8428189,12200,72192868,3.36,Pending
8428190,19496,57532331,4.32,Rejected
8428191,17719,13270046,6.09,Rejected
8428192,17948,23550231,4.18,Pending
8428193,39882,46032627,6.6,Pending
8428194,27226,70691461,7.02,Approved
8428195,27444,75341120,1.58,Rejected
8428196,30631,86964918,3.85,Approved
8428197,15340,64321656,5.67,Rejected
8428198,11627,43891522,1.43,Pending
8428199,16098,48958904,6.78,Rejected
8428200,4542,44737791,0.19,Rejected
8428201,1096,55502805,5.44,Approved
8428202,22919,27992175,0.25,Pending
8428203,24070,14115198,3.7,Approved
8428204,26380,78759181,4.69,Approved
8428205,29513,63326533,0.61,Pending
8428206,35045,98340032,7.05,Rejected
8428207,9132,87285074,2.72,Pending
8428208,14995,41330501,3.92,Rejected
8428209,1775,68445982,1.85,Approved
8428210,27955,76635439,0.94,Pending
8428211,48611,64321656,1.25,Approved
8428212,39741,18100050,6.47,Pending
8428213,47507,88704860,7.79,Rejected
8428214,2523,86339408,6.07,Pending
8428215,24183,30592656,4.64,Rejected
8428216,8263,51729708,4.38,Pending
8428217,30861,53429200,6.22,Rejected
8428218,15865,48328543,1.5,Pending
8428219,18752,22835747,1.43,Approved
8428220,6204,78975249,0.01,Pending
8428221,44977,60545980,3.64,Pending
8428222,38210,29616437,2.06,Pending
8428223,8026,23773152,5.23,Approved
8428224,3533,62150601,2.23,Rejected
8428225,27763,59344503,5.98,Approved
8428226,34916,94050098,1.53,Approved
8428227,12479,12167699,1.26,Pending
8428228,21181,53928949,0.38,Rejected
8428229,21967,94997325,4.87,Pending
8428230,20516,24326026,0.08,Pending
8428231,22574,24936599,4.99,Rejected
8428232,6584,86974413,3.41,Rejected
8428233,8307,79527312,7.93,Pending
8428234,15801,48309617,1.57,Rejected
8428235,27610,12745341,3.39,Rejected
8428236,12892,74490821,4.59,Approved
8428237,3835,29828013,6.34,Pending
8428238,31124,50983400,6.3,Pending
8428239,43478,75731739,1.69,Rejected
8428240,15489,54911407,7.28,Approved
8428241,34576,82504598,6.83,Pending
8428242,15095,76282693,6.11,Pending
8428243,44349,36109589,1.13,Approved
8428244,35821,27216589,6.52,Approved
8428245,18674,22054612,3.66,Pending
8428246,44034,12613386,3.68,Approved
8428247,16188,70472601,3.55,Approved
8428248,42714,96170431,4.6,Approved
8428249,40741,97155751,4.94,Rejected
8428250,20934,44253714,5.41,Pending
8428251,7308,15047552,1.43,Approved
8428252,24241,35790431,2.91,Pending
8428253,35283,27643877,6.89,Pending
8428254,8245,79481095,4.25,Rejected
8428255,38000,75081469,6.83,Pending
8428256,15148,52964925,0.69,Rejected
8428257,21971,67644604,1.42,Pending
8428258,7399,48526396,7.13,Pending
8428259,9856,13161964,5.32,Rejected
8428260,7413,22635645,4.16,Rejected
8428261,9841,79804019,2.95,Pending
8428262,22295,94865483,3.07,Rejected
8428263,41394,55510198,1.71,Rejected
8428264,1408,78494332,2.32,Pending
8428265,555,31250863,2.03,Pending
8428266,17277,66347513,4.64,Pending
8428267,32346,56645693,5.81,Pending
8428268,22473,68142358,4.57,Approved
8428269,39619,58538728,0.13,Pending
8428270,34798,80514099,7.05,Pending
8428271,33800,26111524,3.48,Approved
8428272,22327,63086456,0.99,Rejected
8428273,20101,30097840,0.9,Approved
8428274,20240,17808485,4.57,Rejected
8428275,20965,55535133,7.53,Pending
8428276,31793,76114354,4,Approved
8428277,31761,51016274,4.07,Approved
8428278,26134,64708736,1.01,Rejected
8428279,33883,45469154,3.24,Rejected
8428280,10539,62315758,2.77,Pending
8428281,47827,23665412,1.41,Pending
8428282,36577,23176086,6.35,Rejected
8428283,31010,46594996,0.12,Rejected
8428284,27503,22865337,4.33,Approved
8428285,39387,12492269,1.48,Pending
8428286,16913,46600823,3.36,Rejected
8428287,12115,63774154,7.27,Approved
8428288,7459,74325658,1.46,Rejected
8428289,41627,33637054,4.3,Pending
8428290,12469,18278802,3.84,Rejected
8428291,25516,25344956,1.15,Rejected
8428292,47403,58644196,2.1,Approved
8428293,11182,53005393,7.63,Pending
8428294,15827,12919119,4.94,Approved
8428295,27200,66160968,6.89,Approved
8428296,30887,25446560,0.37,Pending
8428297,27651,82918472,5.48,Pending
8428298,6388,84477282,7.15,Pending
8428299,9307,65990569,0.33,Pending
8428300,47959,99906581,5.15,Pending
8428301,23060,53057941,7.19,Approved
8428302,29570,64012813,0.16,Pending
8428303,30569,32466037,1.63,Approved
8428304,39175,35986037,5.91,Pending
8428305,28277,11137379,4.36,Rejected
8428306,3706,63646239,4.76,Rejected
8428307,43116,53333101,5.67,Rejected
8428308,19906,66604809,5.26,Rejected
8428309,41080,58320103,7.27,Pending
8428310,27442,68599614,3.55,Pending
8428311,6755,98108755,2.92,Approved
8428312,11072,47555553,5.72,Rejected
8428313,14976,83261454,6.45,Approved
8428314,33147,35228797,0.9,Rejected
8428315,16865,64865323,1.03,Rejected
8428316,40910,49988189,4.12,Approved
8428317,13733,79944792,5.19,Approved
8428318,24726,95706826,7.44,Pending
8428319,17629,62191318,6.49,Approved
8428320,42888,59620559,1.14,Approved
8428321,14880,80589873,0.54,Pending
8428322,35604,22016804,2.63,Rejected
8428323,4463,67580100,3.56,Approved
8428324,9169,42850281,1,Rejected
8428325,44905,36158791,2.48,Pending
8428326,23758,60078736,7.43,Rejected
8428327,3721,75659175,3.78,Pending
8428328,11452,29691692,5.38,Approved
8428329,44745,14339204,7.54,Rejected
8428330,11281,63205246,2.53,Approved
8428331,19009,94059751,7.12,Pending
8428332,30352,80367006,0.42,Pending
8428333,21713,73344096,6.88,Rejected
8428334,42462,92039090,6.26,Approved
8428335,28785,45596132,3.69,Pending
8428336,331,12260876,6.5,Rejected
8428337,46566,53386482,6.96,Rejected
8428338,9883,54727888,4.99,Rejected
8428339,38454,57429974,5.58,Approved
8428340,28054,58961610,0.6,Rejected
8428341,45293,59462263,4.9,Rejected
8428342,44757,21699900,1.84,Pending
8428343,39387,62188939,0.73,Approved
8428344,2669,85093773,1.34,Approved
8428345,42924,29795300,2.27,Approved
8428346,19068,21690888,3.61,Rejected
8428347,25928,43581973,5.15,Rejected
8428348,41957,67668523,7.61,Approved
8428349,24231,17976806,2.17,Rejected
8428350,16357,70858737,2.21,Approved
8428351,35858,71783081,4.69,Approved
8428352,18649,87903700,2.6,Approved
8428353,17664,49237806,7.44,Pending
8428354,24853,59248418,3.64,Pending
8428355,11999,21030654,0.37,Approved
8428356,48771,16647124,7.75,Pending
8428357,39957,22847709,6.34,Rejected
8428358,9216,54907750,3.76,Rejected
8428359,35614,75631348,4.01,Rejected
8428360,4878,88401920,2.97,Approved
8428361,35975,76229679,0.02,Rejected
8428362,10123,36394365,3.25,Approved
8428363,14489,75220381,7.86,Approved
8428364,47934,40519662,4.58,Rejected
8428365,47013,95076035,2.91,Approved
8428366,3891,37770451,4.87,Pending
8428367,4201,30720495,6.21,Approved
8428368,40491,12514696,1.61,Pending
8428369,10159,16636569,1.56,Approved
8428370,31591,39245937,3.32,Pending
8428371,8728,20924009,4.03,Rejected
8428372,12655,60246461,3.46,Pending
8428373,11208,12926703,4,Rejected
8428374,42088,17539039,1.4,Approved
8428375,17700,30527453,3.92,Pending
8428376,14106,59870440,7.19,Approved
8428377,29571,69218692,2.94,Rejected
8428378,6927,80089997,3.87,Pending
8428379,12758,37267952,3.69,Rejected
8428380,36014,92176292,2.98,Pending
8428381,49738,14621668,6.77,Approved
8428382,6693,19204299,3.32,Rejected
8428383,47599,39547937,4.61,Pending
8428384,5748,78275913,1.56,Pending
8428385,9420,57204638,2.65,Approved
8428386,25879,56953575,4.62,Rejected
8428387,42631,67713605,4.04,Rejected
8428388,24938,15291373,4.66,Approved
8428389,9278,12008381,2.88,Approved
8428390,25384,98099809,7.71,Pending
8428391,28393,65619257,6.19,Approved
8428392,8284,36612419,6.59,Rejected
8428393,26066,43111632,5.33,Rejected
8428394,3203,78151866,3.32,Pending
8428395,39928,74472505,7.66,Rejected
8428396,37037,57798697,0.94,Approved
8428397,1436,82486135,7.88,Rejected
8428398,16306,32198304,6.49,Rejected
8428399,2489,69709796,5.11,Pending
8428400,19025,50970269,1.9,Rejected
8428401,32301,52810289,3.51,Pending
8428402,13505,36692724,3.69,Rejected
8428403,3092,73893563,3.09,Rejected
8428404,23647,18009624,3.07,Rejected
8428405,4170,68741552,2.67,Rejected
8428406,32552,91571207,0.38,Approved
8428407,49759,95019860,6.06,Rejected
8428408,40191,80616752,4.12,Approved
8428409,7633,97245754,2.02,Pending
8428410,35078,85941969,4.04,Rejected
8428411,12109,76592230,3.14,Approved
8428412,49258,33583665,0.25,Approved
8428413,7606,25851492,2.72,Approved
8428414,1883,20434790,7.31,Rejected
8428415,27969,23513007,5.92,Pending
8428416,4552,33340925,0.53,Rejected
8428417,29562,20228393,4.75,Approved
8428418,36119,39904555,6.33,Pending
8428419,3612,30287844,0.12,Pending
8428420,9075,66197408,2.87,Approved
8428421,15919,22950604,2.9,Approved
8428422,49658,18260940,5.61,Approved
8428423,8849,36310551,3.62,Rejected
8428424,4228,36212267,2.88,Pending
8428425,28089,78426050,0.15,Rejected
8428426,18078,48493800,6.31,Pending
8428427,38028,25136457,0.66,Rejected
8428428,7166,83033758,6.79,Pending
8428429,21937,69343030,5,Pending
8428430,41733,58556523,7.78,Rejected
8428431,25455,39441160,2.15,Rejected
8428432,34658,68614114,7.52,Approved
8428433,46317,51270024,1.65,Pending
8428434,33234,27756442,3.9,Pending
8428435,8486,79327860,6.68,Pending
8428436,24023,69985394,2.57,Rejected
8428437,25371,30743951,2.07,Approved
8428438,47358,52946628,0.61,Rejected
8428439,41149,69467158,4.62,Pending
8428440,11426,18162910,6.14,Approved
8428441,4254,26961205,2.45,Pending
8428442,9915,99764241,2.65,Approved
8428443,41892,84625327,1.35,Pending
8428444,26723,41219166,0.77,Pending
8428445,1144,52743443,5.98,Rejected
8428446,40625,65407312,1.34,Rejected
8428447,14627,99039768,7.76,Approved
8428448,11108,49461003,2.63,Approved
8428449,12164,59798384,7.49,Rejected
8428450,3888,39181773,7.76,Pending
8428451,20109,68924701,6.43,Rejected
8428452,14487,65981160,2.35,Pending
8428453,21726,93806938,3.72,Rejected
8428454,2755,12409051,2.34,Pending
8428455,13248,20124828,3.45,Rejected
8428456,45370,68245643,7.2,Approved
8428457,10347,13478865,0.53,Rejected
8428458,1636,67999264,7.33,Pending
8428459,14038,90255770,4.65,Rejected
8428460,41133,32270851,7.45,Pending
8428461,32622,54627897,1.44,Pending
8428462,6669,66869036,5.97,Rejected
8428463,39796,92034843,4.05,Approved
8428464,28016,25385080,1.45,Pending
8428465,18469,48179642,7.72,Pending
8428466,30552,24956869,6.31,Rejected
8428467,17521,52343122,0.33,Approved
8428468,10353,67211875,4.4,Rejected
8428469,45773,64446973,0.9,Rejected
8428470,6847,53663440,7.95,Rejected
8428471,48259,24724421,7.46,Rejected
8428472,20922,20176504,5.16,Rejected
8428473,25316,93501015,6.8,Approved
8428474,47430,90919372,6.19,Pending
8428475,41122,75184321,4.2,Approved
8428476,22138,86428469,7,Approved
8428477,24723,99882836,4.99,Pending
8428478,39416,67709931,6.55,Pending
8428479,29559,66811466,7.96,Pending
8428480,44403,90140826,6.45,Pending
8428481,20803,96427002,6.7,Pending
8428482,12674,82280804,3.41,Approved
8428483,48979,15739404,0.39,Pending
8428484,4891,22508644,4.37,Approved
8428485,1177,75002084,4.03,Pending
8428486,555,87631279,1.56,Approved
8428487,21278,96455304,6.94,Pending
8428488,16964,42585945,3.83,Pending
8428489,13124,79839705,2.46,Pending
8428490,22612,68871726,6.97,Approved
8428491,21376,68268900,3.85,Pending
8428492,36048,91748243,1.4,Approved
8428493,45969,52834566,6.6,Approved
8428494,27804,80653470,1.17,Pending
8428495,45532,48723400,5.34,Rejected
8428496,45669,72673687,5,Rejected
8428497,2730,53876230,4.42,Approved
8428498,32082,81353320,6.1,Rejected
8428499,30503,69884431,1.13,Pending
8428500,2501,92374512,2.24,Pending
8428501,3499,35845087,4.73,Approved
8428502,43256,41810579,3.11,Pending
8428503,42699,15255391,5.77,Approved
8428504,35855,36048932,4.9,Rejected
8428505,42264,11983451,5.28,Pending
8428506,11268,70923508,5.87,Pending
8428507,36960,99988911,3.91,Rejected
8428508,25906,55976484,2.05,Rejected
8428509,22342,80595918,4.35,Pending
8428510,39387,64358653,5.32,Rejected
8428511,27378,55306177,5.85,Rejected
8428512,47088,95391279,6.3,Approved
8428513,49154,88519212,3.73,Approved
8428514,12543,77010464,7.56,Approved
8428515,43549,31442985,0.45,Rejected
8428516,12580,29616437,2.25,Approved
8428517,27280,97308708,2.1,Approved
8428518,42760,36726510,6.91,Approved
8428519,35031,98712131,0.53,Approved
8428520,32499,78428766,2.49,Approved
8428521,10713,97929486,4.32,Approved
8428522,47311,72788195,4.11,Approved
8428523,27506,69626507,1.76,Pending
8428524,35349,88983152,0.51,Rejected
8428525,13183,36612419,2.68,Rejected
8428526,17711,31295844,2.88,Pending
8428527,45646,68656374,0.77,Pending
8428528,5745,21304997,0.57,Approved
8428529,12525,19876500,1.61,Rejected
8428530,47674,95775035,5.15,Approved
8428531,26056,97218523,3.36,Pending
8428532,3866,38681662,2.52,Rejected
8428533,48739,79894284,1.17,Pending
8428534,41352,22413311,3.31,Approved
8428535,28498,54195169,5.96,Approved
8428536,29686,81327901,2.31,Approved
8428537,19756,84477282,6.09,Rejected
8428538,40986,79002971,1.34,Rejected
8428539,12085,67384137,3.94,Pending
8428540,36271,82913729,1.56,Approved
8428541,8821,32825709,4.89,Pending
8428542,29058,62851630,2.69,Pending
8428543,32733,85366401,5.6,Rejected
8428544,19754,60923742,0.99,Approved
8428545,41063,70768530,6.63,Approved
8428546,35414,65309804,1.89,Approved
8428547,44863,74069939,4.03,Rejected
8428548,39086,45219023,1.95,Rejected
8428549,20118,96338462,7.36,Approved
8428550,4243,94088036,4.67,Rejected
8428551,15514,41177350,4.08,Approved
8428552,45363,13339082,7.57,Pending
8428553,17548,78862015,7.42,Pending
8428554,20546,86201258,2.35,Approved
8428555,9107,59365762,3.51,Rejected
8428556,821,19493301,5.82,Rejected
8428557,47870,76224227,7.87,Approved
8428558,26328,24255729,7.97,Rejected
8428559,14699,59946546,0.16,Approved
8428560,22173,69665849,0.64,Pending
8428561,17874,97469791,3.12,Pending
8428562,21805,33034844,6.69,Rejected
8428563,7108,84157736,4.54,Pending
8428564,22764,18017357,3.95,Rejected
8428565,14282,54655045,2.37,Approved
8428566,48999,99523507,3.31,Approved
8428567,30044,58211181,7.5,Rejected
8428568,46347,72941349,6.4,Pending
8428569,46415,52408961,6.51,Rejected
8428570,35543,33964320,2.23,Pending
8428571,24840,25430051,4.98,Approved
8428572,20017,38221562,1.34,Approved
8428573,23446,90548383,0.65,Rejected
8428574,14084,55359385,5.44,Approved
8428575,28863,99523898,6.9,Pending
8428576,33253,74830714,1.62,Rejected
8428577,41473,46881565,3.25,Rejected
8428578,32204,58628625,4.85,Rejected
8428579,12247,47895470,4.86,Pending
8428580,27675,23482634,1.09,Rejected
8428581,19318,17996239,4.67,Pending
8428582,37780,19663726,3.69,Approved
8428583,13411,42082356,5.25,Pending
8428584,37327,25810293,1.89,Approved
8428585,47744,58707484,4.77,Rejected
8428586,30378,88639215,1.34,Approved
8428587,47196,64814418,5.1,Rejected
8428588,36446,16377442,0.45,Rejected
8428589,14938,89546698,2.87,Pending
8428590,35739,49960589,1.82,Pending
8428591,22796,90122359,5.77,Rejected
8428592,45361,20924009,6.44,Rejected
8428593,10915,42848196,6.91,Approved
8428594,18359,20614286,5.68,Rejected
8428595,14907,54422929,0.03,Rejected
8428596,48939,10542147,4.79,Approved
8428597,40347,61384911,4.26,Approved
8428598,25222,64712230,7.97,Pending
8428599,3586,29532667,7.22,Pending
8428600,26717,70699306,6.89,Approved
8428601,3017,56421913,1.69,Pending
8428602,31082,86384282,4.67,Pending
8428603,620,29292604,2.02,Rejected
8428604,28229,49237806,6,Rejected
8428605,7260,58027243,0.55,Approved
8428606,6033,23944127,5.72,Approved
8428607,30377,19385405,3.13,Approved
8428608,40916,61201562,5.24,Pending
8428609,27498,12030047,6.82,Approved
8428610,9619,46550606,4.95,Rejected
8428611,13929,91500135,6.96,Rejected
8428612,33732,55283777,6.34,Pending
8428613,13339,15044960,7.78,Rejected
8428614,43227,85098252,4.77,Rejected
8428615,11593,77533860,5.93,Approved
8428616,10876,75114510,4.09,Rejected
8428617,20737,33487775,1.35,Pending
8428618,24498,57690427,5.5,Pending
8428619,5815,19298729,2.79,Rejected
8428620,253,49051704,2.72,Rejected
8428621,23485,13243402,7.79,Pending
8428622,35366,80659526,2.3,Pending
8428623,21966,15739404,0.76,Pending
8428624,47863,41582237,3.18,Pending
8428625,32247,79311549,2.52,Rejected
8428626,918,66233942,1.99,Rejected
8428627,16840,57220615,2.05,Rejected
8428628,12116,85487124,0.34,Approved
8428629,17007,35305545,1.08,Approved
8428630,26867,34007488,1.46,Rejected
8428631,16476,62584406,3.19,Pending
8428632,11926,48469971,7.6,Pending
8428633,43700,51962486,5.89,Approved
8428634,28955,69660246,7.16,Rejected
8428635,22899,66613702,7.11,Rejected
8428636,18790,49243695,0.5,Approved
8428637,41847,84213024,7.43,Approved
8428638,10355,12661969,4.76,Approved
8428639,33831,70805666,2.17,Pending
8428640,31752,81463544,3.24,Rejected
8428641,16941,96133759,2.46,Rejected
8428642,49663,87237454,4.08,Approved
8428643,25130,84579835,0.37,Approved
8428644,3840,89586819,6.05,Pending
8428645,25855,28315381,7.97,Pending
8428646,45393,55239853,7.53,Pending
8428647,3641,99331771,0.89,Pending
8428648,5233,42308304,2.33,Approved
8428649,28867,22916747,0.16,Pending
8428650,1929,88519212,2.41,Approved
8428651,11647,40844694,6.6,Rejected
8428652,5558,58211181,3.33,Pending
8428653,31750,82421348,4.5,Rejected
8428654,10428,88115276,2.98,Rejected
8428655,9154,89495174,7.23,Approved
8428656,4292,58004157,7.7,Pending
8428657,6772,81478579,6.95,Approved
8428658,27019,60629084,5.85,Pending
8428659,5261,44263291,1.04,Pending
8428660,44456,13243402,0.09,Pending
8428661,21366,58921692,7.19,Pending
8428662,3688,13925458,7.6,Pending
8428663,45896,67580100,2.11,Approved
8428664,36230,67808077,6.1,Approved
8428665,30905,23863793,7.34,Rejected
8428666,17949,53113331,1.85,Rejected
8428667,6984,90305301,4.3,Pending
8428668,41350,15255391,2.06,Pending
8428669,3342,98989105,3.16,Pending
8428670,47003,61323437,2.84,Rejected
8428671,6080,24261357,3.68,Pending
8428672,13733,61411712,0.33,Approved
8428673,7978,84946798,7.62,Approved
8428674,45321,93693838,6.55,Pending
8428675,22326,98244799,4.54,Rejected
8428676,31435,17808485,7.12,Pending
8428677,37555,96678254,4.04,Pending
8428678,22393,59283129,3.04,Pending
8428679,17982,36540854,0.24,Pending
8428680,49425,71837199,2.23,Pending
8428681,28142,61871300,2.91,Pending
8428682,16075,94407619,2.51,Approved
8428683,13851,61570279,5.79,Approved
8428684,40038,80407480,7.37,Rejected
8428685,43545,55274767,5.95,Approved
8428686,49632,21205949,7.97,Rejected
8428687,2918,45951094,5.66,Approved
8428688,43084,60824197,6.92,Rejected
8428689,20792,82949135,4.88,Rejected
8428690,17211,77857411,4,Rejected
8428691,26358,99502229,1.33,Rejected
8428692,39123,22022098,7.06,Approved
8428693,47387,60716624,3.44,Rejected
8428694,2357,65543775,2.38,Approved
8428695,22470,32580859,3.9,Rejected
8428696,39969,34642432,6.13,Pending
8428697,49859,57975711,6.97,Approved
8428698,6939,94834885,5.48,Pending
8428699,16938,28218289,7.07,Rejected
8428700,45654,94202212,2.46,Pending
8428701,18212,11692512,3.87,Pending
8428702,15920,57827402,7.73,Approved
8428703,44306,86565692,0.46,Pending
8428704,28996,11687686,1.32,Rejected
8428705,26436,99132499,7.94,Rejected
8428706,49421,28704941,2.35,Rejected
8428707,43425,52471674,6.39,Rejected
8428708,43176,62486182,6.38,Pending
8428709,17344,24714655,0.05,Approved
8428710,31508,42006089,3.53,Pending
8428711,16138,51016274,4.39,Approved
8428712,40415,56624164,1.24,Approved
8428713,26894,76591217,3.13,Pending
8428714,46105,28981845,4.59,Rejected
8428715,16337,56533695,5.03,Pending
8428716,45510,31272877,0.78,Rejected
8428717,41875,34292038,3.97,Approved
8428718,9840,44699729,4,Pending
8428719,17403,69850268,0.44,Pending
8428720,3501,59556351,7.27,Rejected
8428721,46021,62486182,3.82,Rejected
8428722,37809,21427599,2.84,Rejected
8428723,21840,31200282,7.83,Approved
8428724,26082,82489317,6.15,Approved
8428725,9094,11930034,2.99,Approved
8428726,39323,34134777,1.53,Approved
8428727,1937,81087528,5.37,Pending
8428728,28223,80249932,1.17,Approved
8428729,950,87311620,0.83,Pending
8428730,26756,92418001,4.61,Pending
8428731,37645,25547771,0.43,Approved
8428732,29071,17624292,7.38,Approved
8428733,7763,56263766,4.23,Approved
8428734,19464,32127272,2.09,Approved
8428735,34115,34270511,4.14,Approved
8428736,34925,84588881,2.62,Rejected
8428737,29632,25851492,1.25,Approved
8428738,42387,95964273,5.74,Rejected
8428739,27007,35570965,5,Rejected
8428740,37795,18101889,0.66,Approved
8428741,23614,97819184,3.41,Approved
8428742,24565,46076033,5.16,Pending
8428743,27116,94979672,4.06,Pending
8428744,23709,50970269,5.43,Rejected
8428745,30178,77074731,7.57,Rejected
8428746,20668,17631881,1.89,Rejected
8428747,30082,41177350,4.97,Rejected
8428748,41207,90740137,2.79,Approved
8428749,47005,48887426,5.8,Pending
8428750,39821,82919483,6.18,Pending
8428751,30314,77041898,0.78,Pending
8428752,31007,71150758,6.08,Rejected
8428753,21435,75524412,3.1,Pending
8428754,43374,74751764,2.09,Approved
8428755,19796,15540802,6.15,Approved
8428756,25792,85604007,4.03,Approved
8428757,32488,27092822,3.74,Rejected
8428758,27219,43191043,6.69,Rejected
8428759,320,79193328,3.09,Rejected
8428760,11144,29516073,1.07,Rejected
8428761,39790,47156292,1.42,Rejected
8428762,30358,11938267,2.45,Pending
8428763,13515,89548658,4,Pending
8428764,46318,89287805,2.47,Approved
8428765,367,52834566,6.67,Pending
8428766,1154,57215225,2.11,Rejected
8428767,32812,71325939,4.88,Rejected
8428768,5792,68268900,7.81,Pending
8428769,36644,74492043,7.16,Approved
8428770,43866,94050098,5.36,Approved
8428771,38293,48887426,1.21,Approved
8428772,22929,50029341,1.44,Pending
8428773,42944,58871644,0.47,Pending
8428774,49831,99440862,2.1,Approved
8428775,3488,91713415,6.9,Rejected
8428776,25647,15787603,1.05,Approved
8428777,13265,51472653,1.83,Approved
8428778,37090,46851904,6.96,Approved
8428779,7961,87424906,4.25,Approved
8428780,40763,54444463,1.61,Rejected
8428781,35589,39168577,5.07,Approved
8428782,10705,41576302,3.27,Approved
8428783,32797,18073835,7.15,Rejected
8428784,22945,78946189,5.39,Approved
8428785,31995,54067515,2.74,Pending
8428786,1846,96326919,6.65,Approved
8428787,24646,46549230,6.8,Approved
8428788,5348,29616437,6.05,Approved
8428789,22749,56893569,6.74,Approved
8428790,48025,87545586,7.23,Rejected
8428791,19939,43454604,6.21,Approved
8428792,31150,86012446,2.96,Approved
8428793,22377,29000459,7.41,Rejected
8428794,45577,23053311,7.92,Rejected
8428795,5106,11444983,5.52,Pending
8428796,44091,95859606,0.7,Pending
8428797,6881,42819141,7.24,Pending
8428798,31202,57097704,2.38,Rejected
8428799,34209,53883971,1.22,Approved
8428800,5985,51016274,5.05,Approved
8428801,19509,42481018,1.72,Approved
8428802,44644,34983876,6.15,Approved
8428803,44687,61216963,1.25,Approved
8428804,37855,68603050,5.86,Approved
8428805,12693,86497618,1.19,Pending
8428806,6408,97860268,1.01,Pending
8428807,32635,46505907,2.07,Rejected
8428808,37246,90606199,6.04,Pending
8428809,43322,72251031,5.73,Pending
8428810,1280,13372458,6.18,Approved
8428811,46982,82465977,2.72,Approved
8428812,43841,40187569,3.75,Rejected
8428813,23734,80727885,2.87,Rejected
8428814,13835,74325658,7.76,Rejected
8428815,637,68953317,7.39,Pending
8428816,22647,75753269,6.69,Rejected
8428817,11202,36470731,7,Pending
8428818,16992,93726856,2.41,Approved
8428819,9611,88864569,0.12,Pending
8428820,34280,20415828,6.64,Pending
8428821,917,69484371,2.72,Rejected
8428822,14351,28405184,5.15,Approved
8428823,36061,30186648,4.97,Approved
8428824,48181,84004835,6.14,Approved
8428825,44113,83193789,4.71,Pending
8428826,25434,42892601,6.74,Approved
8428827,48049,60470666,2.25,Rejected
8428828,35496,45591759,6.98,Approved
8428829,7103,18059354,4.26,Rejected
8428830,9701,55926808,3.59,Approved
8428831,16736,82863660,1.36,Pending
8428832,43928,68619100,4.19,Rejected
8428833,38321,67772164,6.38,Approved
8428834,27054,86360221,0.35,Rejected
8428835,36718,98782238,7.39,Pending
8428836,37472,28566206,2.73,Rejected
8428837,20631,55256006,0.3,Pending
8428838,12826,27092822,6.78,Approved
8428839,48818,93083661,6.26,Pending
8428840,1248,64244256,4.48,Pending
8428841,48755,65582385,5.28,Rejected
8428842,42400,65203212,3.14,Pending
8428843,33858,97308708,7.38,Pending
8428844,19392,31925595,4.09,Approved
8428845,13924,58994928,0.58,Approved
8428846,40855,64321656,3.62,Pending
8428847,24286,36282982,1.42,Approved
8428848,46293,35974538,7.79,Approved
8428849,40227,53572804,5.08,Pending
8428850,29090,80492446,4.89,Approved
8428851,24550,57390967,6.52,Pending
8428852,41073,14755906,3.76,Rejected
8428853,484,46374434,3.82,Approved
8428854,30733,30820928,3.23,Rejected
8428855,3608,34989083,0.85,Rejected
8428856,49788,22300880,0.58,Rejected
8428857,1147,62443873,2.14,Approved
8428858,37703,98540350,6.49,Pending
8428859,34519,47782253,4.55,Pending
8428860,7616,53429200,2.76,Rejected
8428861,27126,66493912,2.37,Approved
8428862,20569,85219953,1.03,Approved
8428863,23394,61200795,0.59,Rejected
8428864,4847,77591620,2.4,Approved
8428865,23976,45342574,7.3,Rejected
8428866,13549,36829723,0.33,Rejected
8428867,13728,10865586,5.52,Rejected
8428868,30800,65818644,3.5,Approved
8428869,30972,35531021,4.99,Approved
8428870,42457,86476494,1.98,Rejected
8428871,3312,81318296,0.99,Pending
8428872,3048,60795133,0.52,Pending
8428873,10270,79569936,1.1,Pending
8428874,34005,14186104,4.19,Pending
8428875,23924,17571701,0.63,Rejected
8428876,24793,35974243,4.29,Approved
8428877,1823,78331033,1.02,Rejected
8428878,16071,99421908,3.85,Pending
8428879,20469,32155685,7.68,Approved
8428880,20755,38716017,3.17,Approved
8428881,4962,51348252,4.65,Rejected
8428882,1441,37113286,1.17,Approved
8428883,46100,35203699,1.91,Approved
8428884,21364,20228393,1.01,Approved
8428885,30279,57230318,7.95,Approved
8428886,47969,51513347,0.96,Pending
8428887,37178,73030155,4.94,Pending
8428888,7630,72514176,6.39,Approved
8428889,43530,92375753,4.09,Rejected
8428890,45803,55323730,0.44,Pending
